primaryTitle,runtimeMinutes,genres,isAdult,averageRating,numVotes,budget,domestic,world,year,oscar_nominated
blade runner,117.0,"Action,Drama,Sci-Fi",0,8.1,869535.0,28000000.0,32656328.0,39581774.0,,0
the border,108.0,"Crime,Drama",0,6.4,7501.0,13500000.0,6118683.0,6118683.0,,0
cat people,118.0,"Fantasy,Horror,Thriller",0,6.2,26011.0,12500000.0,7000000.0,21000000.0,,0
cat people,118.0,"Fantasy,Horror,Thriller",0,6.2,26011.0,134000.0,4000000.0,8000000.0,,0
class of 1984,98.0,"Action,Crime,Drama",0,6.5,14514.0,3250000.0,6965361.0,6965361.0,,0
creepshow,120.0,"Comedy,Fantasy,Horror",0,6.8,56950.0,8000000.0,20036244.0,20036244.0,,0
diner,110.0,"Comedy,Drama",0,7.0,23849.0,5000000.0,12592907.0,12592907.0,,0
domino,118.0,Drama,0,6.8,38.0,50000000.0,10169202.0,23574057.0,,0
et the extra-terrestrial,115.0,"Adventure,Family,Sci-Fi",0,7.9,463954.0,10500000.0,439454989.0,797307407.0,,0
eureka,130.0,"Drama,Thriller",0,5.9,4367.0,2000000.0,49388.0,76654.0,,0
the evil dead,85.0,Horror,0,7.3,247973.0,375000.0,2400000.0,29400000.0,,0
fast times at ridgemont high,90.0,"Comedy,Drama",0,7.1,123184.0,4500000.0,27092880.0,27093116.0,,0
firefox,136.0,"Action,Adventure,Thriller",0,5.9,30949.0,21000000.0,45785720.0,45785720.0,,0
first blood,93.0,"Action,Adventure,Thriller",0,7.7,295832.0,14000000.0,47212904.0,125212904.0,,0
freedom,102.0,"Action,Adventure,Crime",0,6.1,140.0,14500000.0,0.0,872757.0,,0
friday the 13th part 3,95.0,"Horror,Thriller",0,5.6,66488.0,2250000.0,36690067.0,36690067.0,,0
gandhi,191.0,"Biography,Drama,History",0,8.0,245836.0,22000000.0,52767889.0,127767889.0,1982.0,1
hero,92.0,"Adventure,Drama,Fantasy",0,5.7,56.0,42000000.0,19487173.0,66787173.0,,0
hit and run,96.0,Mystery,0,5.0,122.0,22000000.0,13749300.0,17216955.0,,0
inchon,140.0,"Drama,History,War",0,2.8,913.0,46000000.0,4408636.0,4408636.0,,0
the intruder,100.0,Drama,0,6.5,182.0,8000000.0,35388976.0,40597401.0,,0
jekyll and hyde together again,87.0,"Comedy,Music,Sci-Fi",0,6.0,1538.0,5000000.0,3707583.0,3707583.0,,0
the last unicorn,92.0,"Adventure,Animation,Drama",0,7.3,32318.0,4000000.0,6455330.0,6455330.0,,0
the man from snowy river,102.0,"Adventure,Drama,Romance",0,7.2,10646.0,5000000.0,20659423.0,20659721.0,,0
megaforce,99.0,"Action,Sci-Fi",0,3.7,4555.0,18000000.0,5675599.0,5675599.0,,0
missing,122.0,"Biography,Drama,History",0,7.7,25192.0,7000000.0,32502025.0,46537213.0,,0
les misérables,220.0,Drama,0,7.3,1153.0,65000000.0,149260140.0,435292452.0,,0
an officer and a gentleman,124.0,"Drama,Romance",0,7.1,66380.0,6000000.0,129795554.0,129795554.0,,0
the wizard of oz,78.0,"Adventure,Animation,Comedy",0,6.6,491.0,2777000.0,35572006.0,35883231.0,,0
poltergeist,114.0,"Horror,Thriller",0,7.3,192535.0,35000000.0,47425125.0,95677702.0,,0
poltergeist,114.0,"Horror,Thriller",0,7.3,192535.0,10700000.0,74788932.0,121788932.0,,0
star trek ii the wrath of khan,113.0,"Action,Adventure,Sci-Fi",0,7.7,134317.0,12000000.0,78912963.0,95800000.0,,0
talk to me,90.0,"Comedy,Drama",0,6.2,74.0,4250000.0,48299436.0,91942102.0,,0
the thing,109.0,"Horror,Mystery,Sci-Fi",0,8.2,515000.0,38000000.0,16999934.0,27573078.0,,0
tootsie,116.0,"Comedy,Drama,Romance",0,7.4,120651.0,15000000.0,177200000.0,177200289.0,,0
tron,96.0,"Action,Adventure,Sci-Fi",0,6.7,142336.0,17000000.0,26918576.0,26919100.0,,0
venom,92.0,"Horror,Thriller",0,5.8,3742.0,116000000.0,213511408.0,856081053.0,,0
venom,92.0,"Horror,Thriller",0,5.8,3742.0,25000000.0,881745.0,881745.0,,0
the verdict,129.0,Drama,0,7.7,49637.0,16000000.0,53977250.0,53977250.0,,0
the farewell,90.0,Drama,0,6.1,77.0,3000000.0,17700478.0,25466013.0,,0
bad boys,123.0,"Crime,Drama,Thriller",0,7.2,18393.0,23000000.0,65637842.0,141237842.0,,0
brainstorm,106.0,"Sci-Fi,Thriller",0,6.4,14194.0,15000000.0,8921050.0,8921050.0,,0
breathless,100.0,"Action,Drama,Romance",0,6.0,11644.0,7000000.0,19910002.0,19910002.0,,0
a christmas story,93.0,"Comedy,Family",0,7.9,176530.0,3250000.0,20825395.0,20825467.0,,0
the dead zone,103.0,"Drama,Fantasy,Thriller",0,7.2,83195.0,10000000.0,20766000.0,20766000.0,,0
eddie and the cruisers,95.0,"Drama,Music,Mystery",0,7.0,9219.0,5000000.0,4685097.0,4685097.0,,0
my best friends girl,99.0,"Comedy,Drama,Romance",0,5.9,1233.0,20000000.0,19219250.0,34787111.0,,0
the first time,96.0,Comedy,0,4.9,174.0,2000000.0,22836.0,22836.0,,0
flashdance,95.0,"Drama,Music,Romance",0,6.2,63092.0,7000000.0,90463574.0,201463574.0,,0
gabriela,99.0,"Comedy,Drama,Romance",0,6.2,1446.0,50000.0,2335352.0,2335352.0,,0
go for it,107.0,"Action,Adventure,Comedy",0,7.1,11883.0,2450000.0,180237.0,182358.0,,0
hercules,98.0,"Adventure,Fantasy,History",0,4.1,4804.0,100000000.0,72688614.0,243388614.0,,0
hercules,98.0,"Adventure,Fantasy,History",0,4.1,4804.0,70000000.0,99112101.0,250700000.0,,0
hero,104.0,Drama,0,5.7,136.0,42000000.0,19487173.0,66787173.0,,0
independence day,110.0,"Drama,Romance",0,6.5,619.0,75000000.0,306169255.0,817400878.0,,0
joy,102.0,Drama,0,4.9,305.0,60000000.0,56451232.0,101134059.0,,0
war and peace,123.0,"Drama,History",0,7.1,105.0,6000000.0,12500000.0,12526254.0,,0
lone wolf mcquade,107.0,"Action,Crime,Drama",0,6.3,15208.0,5000000.0,12232628.0,12232628.0,,0
losin it,100.0,"Comedy,Drama",0,5.0,5762.0,7000000.0,1246141.0,1246141.0,,0
love letters,88.0,"Drama,Romance",0,5.8,1149.0,550000.0,5269990.0,5269990.0,,0
lovesick,95.0,"Comedy,Fantasy,Romance",0,5.2,1009.0,10100000.0,10143618.0,10143618.0,,0
skyline,83.0,Comedy,0,5.9,188.0,10000000.0,21416355.0,68264973.0,,0
molly,88.0,Drama,0,6.7,59.0,21000000.0,17396.0,17396.0,,0
never say never again,134.0,"Action,Adventure,Thriller",0,6.1,76484.0,36000000.0,55500000.0,160000000.0,,0
octopussy,131.0,"Action,Adventure,Thriller",0,6.5,118853.0,27500000.0,67900000.0,187500000.0,,0
oliver,45.0,Documentary,0,7.1,78.0,10000000.0,37402877.0,37402877.0,,0
the outsiders,91.0,"Crime,Drama",0,7.0,107367.0,10000000.0,25750528.0,25779857.0,,0
the right stuff,193.0,"Adventure,Biography,Drama",0,7.8,68318.0,27000000.0,21500000.0,21500213.0,,0
rush,77.0,"Action,Adventure,Sci-Fi",0,4.5,207.0,38000000.0,26947624.0,98159204.0,,0
sahara,111.0,"Adventure,Drama",0,4.9,2315.0,145000000.0,68671925.0,121645390.0,,0
scarface,170.0,"Crime,Drama",0,8.3,994257.0,25000000.0,45227398.0,65703398.0,,0
scream,82.0,"Horror,Mystery",0,2.8,1177.0,24000000.0,81641405.0,138874789.0,,0
scream,82.0,"Horror,Mystery",0,2.8,1177.0,15000000.0,103046663.0,173046640.0,,0
beauty and the beast,87.0,Drama,0,7.0,686.0,160000000.0,504014165.0,1259761686.0,,0
beauty and the beast,87.0,Drama,0,7.0,686.0,20000000.0,206333165.0,438656843.0,,0
staying alive,93.0,"Drama,Music,Romance",0,4.8,18543.0,22000000.0,63841474.0,126041474.0,,0
super,101.0,"Action,Crime,Drama",0,5.8,61.0,2500000.0,327716.0,593933.0,,0
superman iii,125.0,"Action,Adventure,Comedy",0,5.0,80413.0,39000000.0,59950623.0,80200000.0,,0
time,46.0,"Documentary,Music",0,7.5,29.0,5000000.0,0.0,0.0,,0
twilight zone the movie,101.0,"Horror,Sci-Fi",0,6.5,43918.0,10000000.0,29500000.0,29500000.0,,0
topsy turvy,92.0,"Comedy,Drama",0,5.1,266.0,20000000.0,6201757.0,7797434.0,,0
under fire,128.0,"Drama,War",0,7.0,9483.0,8000000.0,5696391.0,5696391.0,,0
videodrome,87.0,"Drama,Horror,Sci-Fi",0,7.2,111141.0,5952000.0,2120439.0,2121939.0,,0
wargames,114.0,"Action,Drama,Sci-Fi",0,7.1,119310.0,12000000.0,74433837.0,74433837.0,,0
the wicked lady,98.0,"Adventure,Drama",0,4.9,1629.0,8000000.0,589308.0,589308.0,,0
the year of living dangerously,115.0,"Drama,Romance,War",0,7.1,24330.0,6000000.0,10278575.0,10278575.0,,0
yentl,133.0,"Drama,Musical,Romance",0,6.6,17169.0,12000000.0,39012241.0,39012241.0,,0
the adventures of pinocchio,98.0,"Animation,Family",0,5.2,115.0,25000000.0,15382170.0,36682170.0,,0
prey,85.0,"Horror,Mystery,Sci-Fi",0,5.3,1745.0,65000000.0,0.0,0.0,,0
amadeus,160.0,"Biography,Drama,Music",0,8.4,460958.0,18000000.0,51973029.0,52204002.0,,0
beverly hills cop,105.0,"Action,Comedy,Crime",0,7.4,228635.0,15000000.0,234760478.0,316300000.0,,0
blood simple,99.0,"Crime,Drama,Thriller",0,7.5,112143.0,1500000.0,1690913.0,2730877.0,,0
body double,114.0,"Crime,Drama,Mystery",0,6.8,43895.0,10000000.0,8801940.0,8802428.0,,0
bones,97.0,"Crime,Drama",0,6.1,86.0,10000000.0,7316658.0,8378853.0,,0
chud,88.0,"Horror,Sci-Fi",0,5.6,15087.0,1250000.0,4700000.0,4700000.0,,0
the invisible man,89.0,"Comedy,Drama,Sci-Fi",0,6.0,199.0,7000000.0,64914050.0,139011965.0,,0
conan the destroyer,103.0,"Action,Adventure,Fantasy",0,5.9,89380.0,18000000.0,26400000.0,26400000.0,,0
the cotton club,129.0,"Crime,Drama,Music",0,6.6,20851.0,48000000.0,25928721.0,25928721.0,,0
dune,137.0,"Action,Adventure,Sci-Fi",0,6.2,190787.0,165000000.0,111031267.0,429550066.0,,0
dune,137.0,"Action,Adventure,Sci-Fi",0,6.2,190787.0,45000000.0,27961341.0,28018540.0,,0
firestarter,114.0,"Action,Horror,Sci-Fi",0,6.1,39216.0,15000000.0,15136870.0,15136870.0,,0
firestarter,114.0,"Action,Horror,Sci-Fi",0,6.1,39216.0,12000000.0,9739250.0,15030244.0,,0
footloose,107.0,"Drama,Music,Romance",0,6.6,100239.0,24000000.0,51802742.0,62989834.0,,0
footloose,107.0,"Drama,Music,Romance",0,6.6,100239.0,8200000.0,80000000.0,80009427.0,,0
lolita,82.0,"Comedy,Drama",0,5.0,58.0,55000000.0,1147784.0,1147784.0,,0
lolita,82.0,"Comedy,Drama",0,5.0,58.0,2000000.0,9250000.0,9250000.0,,0
frida,108.0,"Biography,Drama",0,6.8,576.0,12000000.0,25885000.0,56131239.0,,0
the bodyguard,100.0,"Adventure,Comedy,Romance",0,4.8,336.0,25000000.0,122006740.0,411006740.0,,0
ghostbusters,105.0,"Action,Comedy,Fantasy",0,7.8,479726.0,144000000.0,128350574.0,229008658.0,,0
ghostbusters,105.0,"Action,Comedy,Fantasy",0,7.8,479726.0,30000000.0,242604185.0,295582480.0,,0
gremlins,106.0,"Comedy,Fantasy,Horror",0,7.3,267685.0,11000000.0,151937605.0,164029770.0,,0
heartbreakers,98.0,Drama,0,6.1,729.0,38000000.0,40334024.0,57753825.0,,0
the hotel new hampshire,109.0,"Comedy,Drama",0,5.8,9660.0,7500000.0,5142858.0,5142858.0,,0
the ice pirates,94.0,"Action,Adventure,Comedy",0,5.6,12582.0,9000000.0,13075390.0,13075390.0,,0
the illusionist,90.0,"Comedy,Drama",0,6.9,756.0,16500000.0,39868642.0,83792062.0,,0
indiana jones and the temple of doom,118.0,"Action,Adventure",0,7.5,560945.0,28000000.0,179880271.0,333080271.0,,0
the judge,97.0,"Crime,Drama",0,6.3,205.0,50000000.0,47119388.0,76073556.0,,0
the karate kid,126.0,"Action,Drama,Family",0,7.3,266532.0,40000000.0,176591618.0,351774938.0,,0
the karate kid,126.0,"Action,Drama,Family",0,7.3,266532.0,8000000.0,90815558.0,90858381.0,,0
the killing fields,141.0,"Biography,Drama,History",0,7.8,62905.0,16000000.0,34609720.0,34609720.0,,0
a nightmare on elm street,91.0,Horror,0,7.4,286566.0,35000000.0,63075011.0,117729618.0,,0
a nightmare on elm street,91.0,Horror,0,7.4,286566.0,1800000.0,25804893.0,27944959.0,,0
once upon a time in america,229.0,"Crime,Drama",0,8.3,402929.0,30000000.0,5321508.0,5577556.0,,0
a passage to india,164.0,"Adventure,Drama,History",0,7.3,22710.0,27500000.0,27187653.0,32998925.0,,0
the pirate,88.0,"Drama,Romance",0,5.0,474.0,3700000.0,2956000.0,2956000.0,,0
police academy,96.0,Comedy,0,6.7,146921.0,4500000.0,81198894.0,81198894.0,,0
red dawn,114.0,"Action,Drama,Thriller",0,6.3,67639.0,65000000.0,44806783.0,48164150.0,,0
life,152.0,Drama,0,7.9,104.0,75000000.0,64062587.0,73521587.0,,0
life,152.0,Drama,0,7.9,104.0,58000000.0,30234022.0,101815660.0,,0
hocus pocus,93.0,"Comedy,Fantasy,Horror",0,5.5,222.0,28000000.0,50737050.0,51742971.0,,0
repo man,92.0,"Comedy,Crime,Sci-Fi",0,6.8,44622.0,1500000.0,2300000.0,2301017.0,,0
on the line,103.0,Drama,0,5.2,280.0,10000000.0,4365455.0,16222303.0,,0
splash,111.0,"Comedy,Fantasy,Romance",0,6.3,87787.0,8000000.0,62599495.0,62599495.0,,0
star trek iii the search for spock,105.0,"Action,Adventure,Sci-Fi",0,6.7,89691.0,18000000.0,76471046.0,87000000.0,,0
stuck on you,88.0,"Comedy,Romance",0,4.1,743.0,55000000.0,33832741.0,63537164.0,,0
the terminator,107.0,"Action,Adventure,Sci-Fi",0,8.1,985767.0,6400000.0,38019031.0,78019031.0,,0
the neverending story,102.0,"Adventure,Drama,Family",0,7.3,167296.0,27000000.0,21300000.0,21454405.0,,0
unfinished business,99.0,Drama,0,6.1,50.0,35000000.0,10219501.0,13214051.0,,0
lock up,100.0,Drama,0,5.9,29.0,24000000.0,22099847.0,22099847.0,,0
after hours,97.0,"Comedy,Crime,Drama",0,7.6,92856.0,4500000.0,10673287.0,10689058.0,,0
the aviator,96.0,"Adventure,Drama",0,5.6,1673.0,110000000.0,102608827.0,208370892.0,,0
back to the future,116.0,"Adventure,Comedy,Sci-Fi",0,8.5,1420512.0,19000000.0,224965832.0,398210208.0,,0
brazil,132.0,"Drama,Sci-Fi,Thriller",0,7.8,220007.0,15000000.0,9929135.0,9934484.0,,0
the breakfast club,97.0,"Comedy,Drama",0,7.8,466169.0,1000000.0,46434721.0,46465668.0,,0
the bride,118.0,"Fantasy,Horror,Romance",0,5.4,3831.0,80000000.0,0.0,0.0,,0
the color purple,154.0,Drama,0,7.7,102673.0,15000000.0,94029472.0,94029472.0,,0
commando,90.0,"Action,Adventure,Thriller",0,6.7,185249.0,10000000.0,35073978.0,35078913.0,,0
creature,95.0,"Horror,Sci-Fi",0,4.4,5117.0,3000000.0,508714.0,533235.0,,0
day of the dead,101.0,"Horror,Thriller",0,7.1,78812.0,18000000.0,0.0,0.0,,0
day of the dead,101.0,"Horror,Thriller",0,7.1,78812.0,3500000.0,5804262.0,34004262.0,,0
déjà vu,90.0,Drama,0,4.7,302.0,80000000.0,64038616.0,181038616.0,,0
f/x,109.0,"Action,Thriller",0,6.7,24410.0,10000000.0,20603715.0,20603715.0,,0
fair game,86.0,"Action,Adventure,Thriller",0,5.9,2067.0,50000000.0,11497497.0,26097497.0,,0
fever pitch,96.0,"Drama,Mystery",0,4.2,386.0,40000000.0,42071069.0,50071069.0,,0
fright night,106.0,Horror,0,7.1,86935.0,30000000.0,18298649.0,40520649.0,,0
the goonies,114.0,"Adventure,Comedy,Family",0,7.7,320539.0,19000000.0,68790604.0,69656821.0,,0
wuthering heights,130.0,"Drama,Mystery,Romance",0,6.5,422.0,8000000.0,100915.0,2721534.0,,0
invasion usa,107.0,"Action,Thriller",0,5.5,12286.0,10000000.0,17536256.0,17536256.0,,0
kiss of the spider woman,120.0,Drama,0,7.3,18899.0,30000000.0,1628001.0,1690972.0,,0
krush groove,97.0,"Comedy,Drama,Music",0,6.4,3795.0,3000000.0,11052713.0,11052713.0,,0
ladyhawke,121.0,"Adventure,Comedy,Drama",0,6.9,54379.0,20000000.0,18400000.0,18400000.0,,0
the last dragon,109.0,"Action,Comedy,Drama",0,6.8,19059.0,10000000.0,33000000.0,33000750.0,,0
legend,94.0,"Adventure,Fantasy,Romance",0,6.3,78318.0,25000000.0,15502112.0,23506237.0,,0
legend,94.0,"Adventure,Fantasy,Romance",0,6.3,78318.0,25000000.0,1872994.0,42280444.0,,0
lifeforce,101.0,"Action,Horror,Mystery",0,6.1,33598.0,25000000.0,11603545.0,11603545.0,,0
mad max beyond thunderdome,107.0,"Action,Adventure,Sci-Fi",0,6.2,160445.0,10000000.0,36230219.0,36230294.0,,0
mata hari,108.0,"Drama,Thriller,War",0,4.2,1229.0,558000.0,900000.0,900000.0,,0
men,99.0,"Comedy,Romance",0,6.6,1402.0,6500000.0,7587853.0,11958347.0,,0
no mans land,110.0,Drama,0,6.6,248.0,1000000.0,1067481.0,2684207.0,,0
the funeral,124.0,"Comedy,Drama",0,7.2,2216.0,12500000.0,1212799.0,1412799.0,,0
out of africa,161.0,"Biography,Drama,Romance",0,7.2,91542.0,28000000.0,79096868.0,258210860.0,,0
pale rider,115.0,"Drama,Western",0,7.3,69717.0,6900000.0,41410568.0,41410568.0,,0
rambo first blood part ii,96.0,"Action,Adventure,Thriller",0,6.5,193181.0,44000000.0,150415432.0,300400000.0,,0
red sonja,89.0,"Action,Adventure,Fantasy",0,5.1,47486.0,17900000.0,6905861.0,6908640.0,,0
the return of the living dead,91.0,"Comedy,Horror,Sci-Fi",0,7.3,76039.0,4000000.0,14237880.0,14238828.0,,0
return to oz,113.0,"Adventure,Family,Fantasy",0,6.8,33310.0,27000000.0,10618813.0,10618813.0,,0
the island,92.0,"Horror,Thriller",0,6.3,127.0,120000000.0,35818913.0,163018913.0,,0
the island,92.0,"Horror,Thriller",0,6.3,127.0,22000000.0,15716828.0,15716828.0,,0
silver bullet,95.0,Horror,0,6.4,34846.0,7000000.0,10803211.0,10803211.0,,0
silverado,133.0,"Action,Drama,Western",0,7.2,53355.0,26000000.0,33200000.0,33200000.0,,0
stitches,89.0,Comedy,0,4.3,417.0,2000000.0,0.0,63555.0,,0
subway,104.0,Thriller,0,6.5,17549.0,2000000.0,390659.0,1663296.0,,0
the toxic avenger,82.0,"Action,Comedy,Horror",0,6.2,36461.0,475000.0,0.0,0.0,,0
underworld,103.0,"Action,Horror,Sci-Fi",0,4.0,1343.0,22000000.0,51970690.0,95708457.0,,0
unfinished business,78.0,Comedy,0,6.3,28.0,35000000.0,10219501.0,13214051.0,,0
a view to a kill,131.0,"Action,Adventure,Thriller",0,6.3,110625.0,30000000.0,50327960.0,152627960.0,,0
water,115.0,"Adventure,Comedy,Drama",0,6.0,2793.0,3000000.0,5529144.0,11322573.0,,0
witchboard,98.0,"Horror,Mystery,Thriller",0,5.7,9302.0,2000000.0,7369373.0,7369373.0,,0
witness,112.0,"Crime,Drama,Romance",0,7.3,111977.0,12000000.0,65532576.0,65533034.0,,0
young sherlock holmes,109.0,"Adventure,Fantasy,Mystery",0,6.8,24622.0,18000000.0,19739000.0,19739000.0,,0
rings,88.0,"Comedy,Drama,Horror",0,4.7,106.0,25000000.0,27793018.0,82917283.0,,0
crocodile dundee,97.0,"Adventure,Comedy",0,6.7,122613.0,8800000.0,174803506.0,328203181.0,,0
8 million ways to die,115.0,"Action,Crime,Drama",0,5.8,6662.0,18000000.0,1305114.0,1305114.0,,0
about last night,113.0,"Comedy,Drama,Romance",0,6.3,18746.0,13000000.0,48637684.0,50445860.0,,0
aladdin,95.0,"Adventure,Comedy,Fantasy",0,5.4,3856.0,182000000.0,355559216.0,1042126107.0,,0
aladdin,95.0,"Adventure,Comedy,Fantasy",0,5.4,3856.0,28000000.0,217350219.0,504050219.0,,0
aliens,137.0,"Action,Adventure,Horror",0,8.4,829456.0,17000000.0,85160248.0,183291256.0,,0
american anthem,102.0,"Drama,Sport",0,4.9,1872.0,7000000.0,3571624.0,3571624.0,,0
april fools day,89.0,"Horror,Mystery",0,6.1,19837.0,5000000.0,12947763.0,12947763.0,,0
bad company,92.0,Drama,0,6.7,48.0,70000000.0,30157016.0,69157016.0,,0
big trouble,93.0,"Comedy,Crime",0,5.2,1723.0,45000000.0,7262288.0,8488871.0,,0
big trouble in little china,99.0,"Action,Adventure,Comedy",0,7.2,164373.0,25000000.0,11100000.0,11208967.0,,0
black widow,102.0,"Crime,Drama,Mystery",0,6.4,11816.0,200000000.0,183651655.0,379751131.0,,0
captive,98.0,"Crime,Thriller",0,4.6,473.0,2000000.0,2583301.0,2791973.0,,0
the clan of the cave bear,98.0,"Adventure,Drama,Fantasy",0,5.4,7368.0,15000000.0,1953732.0,1953732.0,,0
the climb,90.0,Adventure,0,6.3,130.0,3000000.0,234429.0,1027043.0,,0
cobra,87.0,"Action,Crime,Thriller",0,5.8,84499.0,25000000.0,49042224.0,49042224.0,,0
the color of money,119.0,"Drama,Sport",0,7.0,99320.0,10000000.0,52293000.0,52293000.0,,0
crossroads,99.0,"Drama,Music,Mystery",0,7.1,19056.0,12000000.0,37188667.0,57000000.0,,0
crossroads,99.0,"Drama,Music,Mystery",0,7.1,19056.0,500000.0,0.0,0.0,,0
the big parade,94.0,Drama,0,6.0,214.0,245000.0,11000000.0,22000000.0,,0
down by law,107.0,"Comedy,Crime,Drama",0,7.6,57977.0,1100000.0,1436000.0,1436000.0,,0
the wall,117.0,Drama,0,7.9,4597.0,3000000.0,1803064.0,4495262.0,,0
elysium,118.0,"Drama,War",0,7.0,55.0,120000000.0,93050117.0,286192091.0,,0
fortress,88.0,"Action,Crime,Horror",0,7.0,3857.0,12000000.0,6730578.0,46730578.0,,0
friday the 13th part vi jason lives,86.0,"Horror,Thriller",0,6.0,56290.0,3000000.0,19472057.0,19472809.0,,0
the golden child,94.0,"Action,Adventure,Comedy",0,6.0,62651.0,12000000.0,79817937.0,79817937.0,,0
gung ho,111.0,"Comedy,Drama",0,6.3,14754.0,18000000.0,36611610.0,36611610.0,,0
highlander,116.0,"Action,Adventure,Fantasy",0,7.0,156122.0,16000000.0,5900000.0,12900000.0,,0
howard the duck,110.0,"Action,Adventure,Comedy",0,4.8,53860.0,30000000.0,16295774.0,16295774.0,,0
the last emperor,89.0,Drama,0,5.3,93.0,25000000.0,43984987.0,44005435.0,,0
inside out,87.0,"Drama,Romance",0,6.2,296.0,175000000.0,356461711.0,848469454.0,,0
invaders from mars,100.0,"Horror,Sci-Fi",0,5.5,11697.0,12000000.0,4884663.0,4984663.0,,0
king kong lives,105.0,"Action,Adventure",0,4.0,7351.0,10000000.0,4711220.0,4711220.0,,0
soul,94.0,Drama,0,6.0,27.0,200000000.0,946154.0,120068830.0,,0
legal eagles,116.0,"Comedy,Crime,Romance",0,6.0,13033.0,40000000.0,49851591.0,49851591.0,,0
little shop of horrors,94.0,"Comedy,Horror,Musical",0,7.1,93063.0,30000000.0,38946965.0,38947189.0,,0
the beekeeper,122.0,Drama,0,7.2,3210.0,40000000.0,66220535.0,152409233.0,,0
my beautiful laundrette,97.0,"Comedy,Drama,Romance",0,6.8,18462.0,400000.0,0.0,44445.0,,0
my little pony the movie,86.0,"Adventure,Animation,Family",0,6.0,3045.0,6500000.0,21885107.0,61294644.0,,0
the patriot,88.0,Action,0,3.1,416.0,110000000.0,113330342.0,215300000.0,,0
peggy sue got married,103.0,"Comedy,Drama,Fantasy",0,6.4,43385.0,18000000.0,41382841.0,41382841.0,,0
pirates,121.0,"Action,Adventure,Comedy",0,6.0,10038.0,40000000.0,1641825.0,6341825.0,,0
platoon,120.0,"Drama,War",0,8.1,464748.0,6000000.0,137963328.0,137979020.0,,0
playing for keeps,102.0,Comedy,0,4.4,792.0,35000000.0,13103272.0,27805632.0,,0
playing for keeps,102.0,Comedy,0,4.4,792.0,35000000.0,2000000.0,2000000.0,,0
the journey,105.0,"Action,Drama",0,6.7,83.0,500000.0,19800.0,19800.0,,0
richard iii,135.0,Drama,0,7.0,32.0,9200000.0,2684904.0,4199334.0,,0
rivers edge,99.0,"Crime,Drama",0,6.8,22773.0,1900000.0,4600000.0,4600000.0,,0
a room with a view,117.0,"Drama,Romance",0,7.2,51477.0,3000000.0,20966644.0,21077709.0,,0
running scared,107.0,"Action,Comedy,Crime",0,6.5,16887.0,17000000.0,6855137.0,9729088.0,,0
salvador,122.0,"Drama,History,Thriller",0,7.3,24703.0,4500000.0,1500000.0,1500000.0,,0
saving grace,112.0,"Comedy,Drama",0,7.1,789.0,4000000.0,12178602.0,27786849.0,,0
shanghai surprise,97.0,"Adventure,Comedy,Crime",0,3.3,6047.0,17000000.0,2315000.0,2315000.0,,0
stand by me,89.0,"Adventure,Comedy,Drama",0,8.1,475872.0,8000000.0,52287414.0,52289686.0,,0
star trek iv the voyage home,119.0,"Adventure,Comedy,Sci-Fi",0,7.3,95498.0,24000000.0,109713132.0,133000000.0,,0
sweet country,150.0,"Drama,History",0,4.8,252.0,4000000.0,85556.0,2291545.0,,0
tarot,120.0,"Comedy,Drama",0,6.3,61.0,8000000.0,18771004.0,49104745.0,,0
the texas chainsaw massacre 2,101.0,"Comedy,Horror",0,5.6,42701.0,4700000.0,8025872.0,8026174.0,,0
top gun,110.0,"Action,Drama",0,7.0,540832.0,15000000.0,180470489.0,357463748.0,,0
truth or dare,90.0,Horror,0,5.0,858.0,3500000.0,41411015.0,95292744.0,,0
twisted,85.0,"Horror,Thriller",0,4.7,562.0,50000000.0,25195050.0,40119848.0,,0
unfinished business,58.0,"Documentary,History,War",0,6.6,61.0,35000000.0,10219501.0,13214051.0,,0
ransom,91.0,"Action,Adventure,Crime",0,5.5,54.0,70000000.0,136492681.0,308700000.0,,0
whatever it takes,93.0,"Comedy,Drama",0,6.8,23.0,15000000.0,8735529.0,8735529.0,,0
x,94.0,Drama,0,6.3,212.0,1000000.0,11769469.0,15113105.0,,0
adam,98.0,Comedy,0,5.5,62.0,3200000.0,2283291.0,2834485.0,,0
august,97.0,Drama,0,6.4,75.0,3400000.0,12636.0,12636.0,,0
american ninja 2 the confrontation,90.0,"Action,Comedy,Drama",0,5.0,10484.0,350000.0,4000000.0,4000000.0,,0
anna,100.0,Drama,0,6.4,869.0,30000000.0,7743794.0,32825217.0,,0
anna,100.0,Drama,0,6.4,869.0,4357373.0,0.0,1200000.0,,0
the barbarians,87.0,"Action,Adventure,Fantasy",0,5.0,5752.0,4000000.0,800000.0,800000.0,,0
beauty and the beast,94.0,"Family,Fantasy,Musical",0,5.8,828.0,160000000.0,504014165.0,1259761686.0,,0
beauty and the beast,94.0,"Family,Fantasy,Musical",0,5.8,828.0,20000000.0,206333165.0,438656843.0,,0
beverly hills cop ii,103.0,"Action,Comedy,Crime",0,6.6,146167.0,20000000.0,153665036.0,299965036.0,,0
bloodsport,92.0,"Action,Biography,Drama",0,6.8,101274.0,1500000.0,11806119.0,11806119.0,,0
the brave little toaster,90.0,"Adventure,Animation,Family",0,7.2,29031.0,2300000.0,0.0,0.0,,0
control,107.0,"Drama,Thriller",0,5.9,356.0,6400000.0,871577.0,8902141.0,,0
