primaryTitle,runtimeMinutes,genres,isAdult,averageRating,numVotes,budget,domestic,world,year,oscar_nominated
flawless,135.0,"Comedy,Fantasy,Romance",0,5.4,33.0,27000000.0,4485485.0,4485485.0,,0
jackpot,50.0,Documentary,0,7.7,14.0,400000.0,44452.0,44452.0,,0
battleship,131.0,"Action,Adventure,Sci-Fi",0,5.8,266961.0,220000000.0,65233400.0,313477717.0,,0
a little bit of heaven,106.0,"Comedy,Drama,Fantasy",0,6.2,30489.0,12500000.0,10011.0,1100287.0,,0
submarine,97.0,"Comedy,Drama,Romance",0,7.3,99993.0,1900000.0,467602.0,4581937.0,,0
the american,105.0,"Crime,Drama,Thriller",0,6.3,105883.0,20000000.0,35606376.0,67950723.0,,0
a day to die,105.0,"Action,Crime,Drama",0,3.5,5430.0,5000000.0,0.0,98616.0,,0
infected,81.0,Horror,0,2.7,562.0,2100000.0,0.0,0.0,,0
the hunt,92.0,Horror,0,2.9,156.0,18200000.0,5812500.0,12400979.0,,0
coming home,83.0,Drama,0,6.2,53.0,3000000.0,32653000.0,32653142.0,,0
martha marcy may marlene,102.0,"Drama,Mystery,Thriller",0,6.8,58031.0,1000000.0,2981038.0,5438911.0,,0
under the skin,108.0,"Drama,Horror,Mystery",0,6.3,168047.0,13300000.0,2614251.0,7229933.0,,0
never let go,101.0,"Horror,Mystery,Thriller",0,5.4,17957.0,20000000.0,10306106.0,21760713.0,,0
quartet,98.0,"Comedy,Drama,Music",0,6.8,22045.0,11000000.0,18388357.0,56178935.0,,0
testament of youth,129.0,"Biography,Drama,History",0,7.2,31620.0,10000000.0,1822250.0,6646669.0,,0
gravity,97.0,"Crime,Drama",0,6.7,858.0,110000000.0,274092705.0,684657731.0,,0
the farewell,45.0,Documentary,0,6.6,5.0,3000000.0,17700478.0,25466013.0,,0
steal,98.0,Comedy,0,3.8,160.0,15000000.0,220944.0,240025.0,,0
tarot,105.0,"Drama,Fantasy,Horror",0,6.2,94.0,8000000.0,18771004.0,49104745.0,,0
father stu,124.0,"Biography,Drama,Sport",0,6.5,35218.0,4000000.0,21096678.0,21989422.0,,0
oblivion,93.0,Documentary,0,7.4,106.0,120000000.0,89107235.0,287916633.0,,0
the lost daughter,99.0,"Drama,Horror,Mystery",0,5.3,414.0,5000000.0,0.0,765747.0,,0
you again,68.0,"Comedy,Romance",0,6.5,12.0,20000000.0,25702053.0,32838945.0,,0
stolen,75.0,Documentary,0,6.7,110.0,35000000.0,289773.0,17967746.0,,0
rise of the guardians,97.0,"Action,Adventure,Animation",0,7.2,205873.0,145000000.0,103412758.0,306941670.0,,0
restless,95.0,"Action,Crime,Thriller",0,5.8,5889.0,8000000.0,163753.0,2772511.0,,0
prometheus,124.0,"Adventure,Mystery,Sci-Fi",0,7.0,688976.0,125000000.0,126477084.0,402448265.0,,0
jade,88.0,"Action,Thriller",0,3.5,657.0,50000000.0,9812870.0,9812900.0,,0
bones,88.0,Drama,0,6.6,410.0,10000000.0,7316658.0,8378853.0,,0
my girlfriends boyfriend,84.0,"Comedy,Romance",0,5.8,6090.0,1400000.0,0.0,0.0,,0
thanksgiving,106.0,"Comedy,Horror,Mystery",0,6.2,77892.0,15000000.0,31945385.0,46044880.0,,0
killer elite,116.0,"Action,Crime,Thriller",0,6.4,139977.0,70000000.0,25124986.0,65409046.0,,0
winnie the pooh,63.0,"Adventure,Animation,Comedy",0,7.1,30278.0,30000000.0,26692846.0,50145607.0,,0
the call of the wild,155.0,Documentary,0,7.2,371.0,125000000.0,62342368.0,107351191.0,,0
mooz-lum,99.0,"Drama,Family",0,6.6,1118.0,1500000.0,362239.0,372239.0,,0
sisters,107.0,Drama,0,6.5,244.0,30000000.0,87044645.0,106030660.0,,0
captain america brave new world,118.0,"Action,Adventure,Sci-Fi",0,5.6,170973.0,180000000.0,200500001.0,413640021.0,,0
stitches,90.0,Drama,0,8.1,11.0,2000000.0,0.0,63555.0,,0
the women,97.0,Drama,0,4.8,18.0,16000000.0,26902075.0,50103808.0,,0
the assistant,135.0,Thriller,0,5.3,95.0,1780000.0,1100310.0,1700529.0,,0
monsters university,104.0,"Adventure,Animation,Comedy",0,7.2,417140.0,200000000.0,268488329.0,743455810.0,,0
godzilla x kong the new empire,115.0,"Action,Adventure,Fantasy",0,6.0,129868.0,135000000.0,196805338.0,572505338.0,,0
the help,146.0,Drama,0,8.1,522364.0,25000000.0,169705587.0,213120004.0,,0
november,106.0,"Crime,Drama,Thriller",0,6.7,7742.0,250000.0,191862.0,191862.0,,0
stigmata,98.0,"Drama,Fantasy",0,5.8,106.0,32000000.0,50041732.0,89441732.0,,0
gravity,91.0,"Drama,Sci-Fi,Thriller",0,7.7,891314.0,110000000.0,274092705.0,684657731.0,,0
national champions,116.0,"Drama,Sport",0,5.7,2088.0,9000000.0,475488.0,475488.0,,0
the wall,78.0,Documentary,0,8.5,14.0,3000000.0,1803064.0,4495262.0,,0
nikté,94.0,"Adventure,Animation,Family",0,5.8,125.0,2400000.0,0.0,1333891.0,,0
happy family,90.0,Comedy,0,6.6,2216.0,30000000.0,0.0,30809023.0,,0
no mans land,118.0,"Adventure,Crime,Drama",0,7.3,2963.0,1000000.0,1067481.0,2684207.0,,0
jack,92.0,Comedy,0,6.6,22.0,45000000.0,58617334.0,58617334.0,,0
fortress,99.0,"Action,Thriller",0,3.3,6128.0,12000000.0,6730578.0,46730578.0,,0
the conjuring,112.0,"Horror,Mystery,Thriller",0,7.5,610100.0,20000000.0,137400141.0,316143649.0,,0
kidnap,95.0,"Action,Crime,Thriller",0,5.9,40728.0,21000000.0,30718107.0,34836080.0,,0
the next three days,133.0,"Action,Crime,Drama",0,7.3,213811.0,30000000.0,21148651.0,67255916.0,,0
brooklyn,80.0,"Comedy,Crime",0,7.0,32.0,11000000.0,38322743.0,62076141.0,,0
niagara,106.0,"Comedy,Drama,Thriller",0,6.6,283.0,1250000.0,2500000.0,2500000.0,,0
the phantom,82.0,Documentary,0,6.5,1031.0,45000000.0,17220599.0,17220599.0,,0
lost and found,113.0,"Comedy,Romance",0,6.2,247.0,14000000.0,6552255.0,6552255.0,,0
intolerance,107.0,Drama,0,7.2,650.0,385907.0,0.0,0.0,,0
the women,83.0,Drama,0,6.8,11.0,16000000.0,26902075.0,50103808.0,,0
reign of assassins,117.0,"Action,Adventure",0,6.8,9443.0,14000000.0,0.0,11354230.0,,0
henry and me,67.0,"Animation,Family",0,6.0,252.0,5000000.0,0.0,0.0,,0
bolt,80.0,"Drama,Fantasy",0,4.3,13.0,150000000.0,114053579.0,328015029.0,,0
dream house,92.0,"Drama,Mystery,Thriller",0,6.0,70877.0,50000000.0,21302340.0,41642166.0,,0
letters to god,110.0,Drama,0,6.2,5545.0,3000000.0,2848587.0,3237452.0,,0
buried,95.0,"Drama,Mystery,Thriller",0,7.0,174945.0,1987650.0,1044143.0,21270290.0,,0
indiana jones and the dial of destiny,154.0,"Action,Adventure,Sci-Fi",0,6.5,227119.0,300000000.0,174480468.0,383963057.0,,0
the odd life of timothy green,105.0,"Comedy,Drama,Family",0,6.6,49938.0,40000000.0,51853450.0,55249159.0,,0
the cottage,46.0,"Comedy,Horror",0,2.8,36.0,5000000.0,0.0,1504960.0,,0
the call,93.0,"Drama,Romance",0,6.3,161.0,12800000.0,51872378.0,69821476.0,,0
swingers,97.0,"Comedy,Drama,Romance",0,4.4,228.0,200000.0,4505922.0,6618578.0,,0
big mommas like father like son,107.0,"Action,Comedy,Crime",0,4.5,30926.0,32000000.0,37915414.0,82332450.0,,0
uncharted,116.0,"Action,Adventure",0,6.3,292271.0,120000000.0,148648820.0,407141258.0,,0
i am number four,111.0,"Action,Adventure,Sci-Fi",0,6.1,251663.0,50000000.0,55100437.0,146195159.0,,0
stake land,98.0,"Drama,Horror",0,6.4,45526.0,4000000.0,33245.0,679482.0,,0
joy,75.0,Drama,0,6.0,348.0,60000000.0,56451232.0,101134059.0,,0
tucker and dale vs evil,89.0,"Comedy,Horror",0,7.5,206441.0,5000000.0,223838.0,5476378.0,,0
babylon,151.0,"Action,Drama",0,6.9,17.0,80000000.0,16596054.0,64326615.0,,0
lyle lyle crocodile,106.0,"Adventure,Comedy,Family",0,6.1,17628.0,50000000.0,46888441.0,107192068.0,,0
what if,111.0,"Drama,Family,Fantasy",0,6.3,3344.0,11000000.0,3493000.0,9814566.0,,0
baywatch,116.0,"Action,Comedy,Crime",0,5.5,215318.0,60000000.0,58060186.0,175863783.0,,0
abigail,87.0,"Crime,Mystery,Thriller",0,7.4,24.0,28000000.0,25867515.0,43041570.0,,0
redemption road,95.0,Drama,0,5.6,607.0,2300000.0,29384.0,29384.0,,0
macgruber,90.0,"Action,Comedy",0,5.6,49593.0,10000000.0,8525600.0,8629895.0,,0
monsters,94.0,"Adventure,Drama,Romance",0,6.3,101182.0,500000.0,237301.0,5639730.0,,0
time,100.0,"Crime,Drama",0,6.5,638.0,5000000.0,0.0,0.0,,0
max steel,92.0,"Action,Adventure,Fantasy",0,4.6,21444.0,10000000.0,3818664.0,4563080.0,,0
a nightmare on elm street,97.0,Horror,0,5.3,33.0,35000000.0,63075011.0,117729618.0,,0
a nightmare on elm street,97.0,Horror,0,5.3,33.0,1800000.0,25804893.0,27944959.0,,0
the glass house,99.0,Drama,0,6.7,63.0,22000000.0,17951431.0,22861785.0,,0
sunshine,72.0,"Biography,Documentary,Drama",0,6.4,18.0,40000000.0,3688560.0,32030610.0,,0
saw 3d,90.0,"Crime,Horror,Mystery",0,5.5,116927.0,17000000.0,45710178.0,133735284.0,,0
evolution,97.0,Drama,0,6.3,688.0,80000000.0,38311134.0,98341932.0,,0
aquaman,143.0,"Action,Adventure,Fantasy",0,6.8,546451.0,160000000.0,335061807.0,1148861807.0,,0
cedar rapids,87.0,Comedy,0,6.3,40793.0,10000000.0,6861102.0,7862131.0,,0
salvador,87.0,Drama,0,7.2,49.0,4500000.0,1500000.0,1500000.0,,0
bridesmaids,125.0,Comedy,0,6.8,321953.0,32500000.0,169211718.0,289632023.0,,0
the art of racing in the rain,109.0,"Comedy,Drama,Romance",0,7.6,46440.0,18000000.0,26402818.0,33773963.0,,0
attack the block,88.0,"Action,Adventure,Comedy",0,6.7,114895.0,13000000.0,1024175.0,6459183.0,,0
rampage,87.0,Action,0,3.9,38.0,120000000.0,101028233.0,428128233.0,,0
eddie the sleepwalking cannibal,90.0,"Comedy,Horror",0,5.7,1567.0,1400000.0,1632.0,1632.0,,0
on the line,104.0,Thriller,0,5.5,17920.0,10000000.0,4365455.0,16222303.0,,0
the lord of the rings the war of the rohirrim,134.0,"Action,Adventure,Animation",0,6.3,37303.0,30000000.0,9158572.0,20758572.0,,0
logan,94.0,"Comedy,Drama,Family",0,5.9,336.0,127000000.0,226277068.0,614202315.0,,0
oblivion,124.0,"Action,Adventure,Sci-Fi",0,7.0,579724.0,120000000.0,89107235.0,287916633.0,,0
8 the mormon proposition,80.0,Documentary,0,7.1,1295.0,2500000.0,100280.0,100280.0,,0
the holdovers,133.0,"Comedy,Drama",0,7.9,213811.0,13000000.0,20355375.0,45972472.0,,0
invincible,83.0,Documentary,0,6.7,164.0,40000000.0,57806952.0,58501127.0,,0
the prodigy,77.0,"Action,Adventure,Animation",0,1.8,376.0,6000000.0,14856291.0,22413145.0,,0
the greatest showman,105.0,"Biography,Drama,Musical",0,7.5,339064.0,84000000.0,174340174.0,428796000.0,,0
red riding hood,100.0,"Fantasy,Horror,Mystery",0,5.4,118717.0,42000000.0,37662162.0,91678442.0,,0
the raven,110.0,"Crime,Drama,Mystery",0,6.4,89935.0,26000000.0,16008272.0,30601801.0,,0
5 days of war,113.0,"Action,Drama,War",0,5.6,14585.0,12000000.0,17479.0,87793.0,,0
what if,98.0,"Comedy,Romance",0,6.8,83882.0,11000000.0,3493000.0,9814566.0,,0
blood ties,96.0,"Crime,Horror,Thriller",0,5.5,128.0,26000000.0,42472.0,2923959.0,,0
khumba,85.0,"Adventure,Animation,Comedy",0,5.7,6818.0,15000000.0,0.0,20898221.0,,0
the change-up,112.0,"Comedy,Fantasy",0,6.3,203094.0,52000000.0,37243418.0,75997067.0,,0
the forest,98.0,"Horror,Thriller",0,3.1,179.0,10000000.0,26594261.0,40749230.0,,0
triple frontier,125.0,"Action,Adventure,Thriller",0,6.5,158196.0,115000000.0,0.0,0.0,,0
down terrace,89.0,"Comedy,Crime,Drama",0,6.4,4399.0,30000.0,9812.0,27833.0,,0
booksmart,102.0,Comedy,0,7.1,138196.0,6000000.0,22680962.0,24948141.0,,0
central intelligence,107.0,"Action,Comedy,Crime",0,6.3,232978.0,50000000.0,127440871.0,217194805.0,,0
the lego movie,100.0,"Action,Adventure,Animation",0,7.7,409191.0,60000000.0,258364131.0,467229007.0,,0
the iceman,106.0,"Biography,Crime,Drama",0,6.8,82854.0,10000000.0,1930282.0,3623609.0,,0
the wild,111.0,"Action,Crime,Drama",0,5.5,333.0,80000000.0,37384046.0,99010667.0,,0
the house,90.0,"Drama,Sci-Fi,Thriller",0,5.3,909.0,40000000.0,25584504.0,34284504.0,,0
the box,89.0,Thriller,0,6.1,32.0,25000000.0,15051977.0,34356760.0,,0
sublime,100.0,Drama,0,6.4,1667.0,1800000.0,0.0,0.0,,0
foreign letters,99.0,"Comedy,Drama",0,6.9,278.0,40000.0,0.0,0.0,,0
the wizard of oz,114.0,Fantasy,0,7.1,38.0,2777000.0,35572006.0,35883231.0,,0
hide and seek,105.0,"Drama,Horror,Thriller",0,4.3,253.0,25000000.0,51100486.0,123696741.0,,0
will,101.0,"Drama,Thriller",0,5.9,30.0,12000.0,0.0,0.0,,0
trap,89.0,"Action,Crime,Thriller",0,5.5,113.0,30000000.0,42777281.0,83677281.0,,0
red one,123.0,"Action,Adventure,Comedy",0,6.2,147479.0,200000000.0,97000759.0,186000759.0,,0
hawaii,104.0,Comedy,0,5.1,297.0,15000000.0,34562222.0,34562222.0,,0
freedom,111.0,"Drama,War",0,7.2,1442.0,14500000.0,0.0,872757.0,,0
underworld awakening,88.0,"Action,Fantasy,Horror",0,6.3,166222.0,70000000.0,62321039.0,160379930.0,,0
the paperboy,107.0,"Crime,Drama,Mystery",0,5.7,41483.0,12500000.0,677200.0,4027663.0,,0
memento,70.0,Documentary,0,8.1,14.0,5000000.0,25544867.0,39719431.0,,0
red river,77.0,Horror,0,2.4,220.0,3000000.0,9012000.0,9012000.0,,0
restless,91.0,"Drama,Romance",0,6.7,18695.0,8000000.0,163753.0,2772511.0,,0
devil,144.0,"Action,Drama,Thriller",0,6.5,3425.0,10000000.0,33679655.0,63354114.0,,0
london,149.0,"Action,Comedy,Drama",0,4.4,168.0,2000000.0,12667.0,12667.0,,0
adrift,110.0,Drama,0,6.3,344.0,35000000.0,31445011.0,57897191.0,,0
horrible bosses,98.0,"Comedy,Crime",0,6.9,484078.0,35000000.0,117538559.0,212417601.0,,0
shelby oaks,91.0,"Horror,Thriller",0,5.5,7365.0,2800000.0,4500052.0,6100212.0,,0
vampires,88.0,"Comedy,Fantasy,Horror",0,6.2,1065.0,20000000.0,20268825.0,20268825.0,,0
argylle,139.0,"Action,Comedy,Thriller",0,5.6,97169.0,200000000.0,45207275.0,96226228.0,,0
exodus,102.0,Drama,0,6.8,3874.0,4000000.0,21750000.0,21750000.0,,0
bad boys for life,124.0,"Action,Comedy,Crime",0,6.5,194163.0,90000000.0,204417855.0,424471663.0,,0
drive angry,104.0,"Action,Comedy,Fantasy",0,5.4,106062.0,50000000.0,10721033.0,41042583.0,,0
halloween,106.0,"Crime,Drama,Horror",0,6.5,184344.0,15000000.0,58269151.0,77514401.0,,0
halloween,106.0,"Crime,Drama,Horror",0,6.5,184344.0,10000000.0,159366015.0,255416089.0,,0
halloween,106.0,"Crime,Drama,Horror",0,6.5,184344.0,325000.0,47274000.0,70274000.0,,0
fantastic four,100.0,"Action,Adventure,Sci-Fi",0,4.3,190365.0,87500000.0,154696080.0,333132750.0,,0
christmas in beverly hills,110.0,Comedy,0,3.8,908.0,8000000.0,0.0,0.0,,0
the three musketeers,99.0,"Action,Adventure",0,1.8,1068.0,90000000.0,20377913.0,139877913.0,,0
the outsiders,60.0,Documentary,0,8.7,8.0,10000000.0,25750528.0,25779857.0,,0
haywire,93.0,"Action,Drama,Thriller",0,5.8,92336.0,23000000.0,18942396.0,36374700.0,,0
cargo,85.0,Drama,0,5.1,546.0,4200000.0,0.0,313230.0,,0
the fighter,90.0,Action,0,4.6,73.0,11000000.0,93617009.0,129262388.0,,0
aloha,123.0,Drama,0,8.2,6.0,37000000.0,21052030.0,25387091.0,,0
le havre,93.0,"Comedy,Drama",0,7.2,25047.0,5500000.0,611709.0,13480196.0,,0
mad god,83.0,"Animation,Fantasy,Horror",0,6.8,19606.0,150000.0,325042.0,329009.0,,0
the three musketeers,110.0,"Action,Adventure,Fantasy",0,5.7,114951.0,90000000.0,20377913.0,139877913.0,,0
griff the invisible,90.0,"Comedy,Drama,Romance",0,6.0,5103.0,2900000.0,20778.0,25935.0,,0
starsuckers,103.0,Documentary,0,7.4,538.0,640000.0,0.0,14812.0,,0
the conversation,108.0,"Biography,Drama,History",0,6.2,206.0,1600000.0,4754682.0,4806693.0,,0
the medallion,61.0,"Adult,Comedy,Drama",1,4.4,15.0,41000000.0,22108977.0,22108977.0,,0
the visit,130.0,"Comedy,Romance,Thriller",0,6.0,9.0,5000000.0,65206105.0,98677816.0,,0
the bride,96.0,"Horror,Thriller",0,5.5,26.0,80000000.0,0.0,0.0,,0
super,96.0,"Action,Comedy,Crime",0,6.7,86753.0,2500000.0,327716.0,593933.0,,0
maggie,61.0,"Drama,Romance",0,6.8,17.0,4500000.0,187112.0,1027760.0,,0
envy,96.0,Drama,0,6.5,3954.0,20000000.0,13548322.0,14566246.0,,0
red,84.0,Thriller,0,8.0,18.0,60000000.0,90380162.0,196439693.0,,0
hostel,134.0,"Comedy,Drama,Horror",0,4.2,298.0,4800000.0,47326473.0,82241110.0,,0
gone,130.0,Drama,0,8.2,33.0,19000000.0,11682205.0,18100189.0,,0
just married,118.0,"Comedy,Romance",0,6.1,479.0,19000000.0,56127162.0,101564935.0,,0
sherlock holmes a game of shadows,129.0,"Action,Adventure,Mystery",0,7.4,497849.0,125000000.0,186848418.0,535663443.0,,0
strays,93.0,"Adventure,Comedy",0,6.3,36948.0,46000000.0,23988885.0,35983009.0,,0
alive,90.0,Drama,0,6.7,271.0,32000000.0,36299670.0,36299670.0,,0
3,118.0,"Comedy,Drama,Romance",0,6.7,5508.0,7200000.0,59774.0,295492.0,,0
the forest,76.0,Drama,0,6.5,131.0,10000000.0,26594261.0,40749230.0,,0
the host,125.0,"Action,Adventure,Drama",0,5.8,121124.0,50000000.0,26623701.0,64477051.0,,0
barbie,114.0,"Adventure,Comedy,Fantasy",0,6.8,633878.0,145000000.0,636785476.0,1447685476.0,,0
tangled,105.0,"Comedy,Romance",0,6.5,708.0,260000000.0,200821936.0,581940081.0,,0
a star is born,136.0,"Drama,Music,Romance",0,7.6,442800.0,36000000.0,215288866.0,436388866.0,,0
the hunt,120.0,"Comedy,Drama",0,5.4,41.0,18200000.0,5812500.0,12400979.0,,0
meeks cutoff,104.0,"Adventure,Drama,Thriller",0,6.5,16056.0,2000000.0,977772.0,1869928.0,,0
envy,108.0,"Comedy,Documentary",0,9.0,55.0,20000000.0,13548322.0,14566246.0,,0
area 51,91.0,"Horror,Mystery,Sci-Fi",0,4.3,15832.0,5000000.0,7556.0,7556.0,,0
lost and found,81.0,Drama,0,6.0,12.0,14000000.0,6552255.0,6552255.0,,0
wish,110.0,Drama,0,6.8,189.0,200000000.0,63973821.0,237954897.0,,0
prey,87.0,"Adventure,Drama,Thriller",0,4.4,10088.0,65000000.0,0.0,0.0,,0
the oogieloves in the big balloon adventure,88.0,"Adventure,Family,Fantasy",0,1.6,15681.0,20000000.0,1065907.0,1065907.0,,0
anonymous,130.0,"Drama,Thriller",0,6.8,43082.0,27500000.0,4463292.0,15815509.0,,0
second act,114.0,"Comedy,Drama,Romance",0,6.4,680.0,15700000.0,39282227.0,72294066.0,,0
fury,85.0,Documentary,0,6.8,14.0,80000000.0,85817906.0,210221008.0,,0
limbo,105.0,Drama,0,6.0,522.0,8300000.0,2160710.0,2598224.0,,0
dune part two,166.0,"Action,Adventure,Drama",0,8.4,684658.0,190000000.0,282709065.0,715206195.0,,0
a true story,96.0,Comedy,0,5.1,262.0,45000.0,0.0,0.0,,0
candyman,75.0,"Biography,Documentary",0,6.5,313.0,25000000.0,61186570.0,77386663.0,,0
contraband,109.0,"Action,Adventure,Crime",0,6.4,128612.0,25000000.0,66528000.0,98406855.0,,0
the vatican tapes,91.0,"Horror,Thriller",0,4.7,19866.0,13000000.0,1784763.0,14929184.0,,0
vacation,99.0,"Adventure,Comedy",0,6.2,130065.0,31000000.0,58884188.0,104884188.0,,0
grabbers,94.0,"Action,Adventure,Comedy",0,6.3,20419.0,5300000.0,0.0,440821.0,,0
youth,106.0,Drama,0,6.6,12.0,13000000.0,2703296.0,24001573.0,,0
joy ride,95.0,Comedy,0,6.4,29264.0,23000000.0,21973182.0,22204890.0,,0
melancholia,135.0,"Drama,Sci-Fi",0,7.1,205669.0,9400000.0,3030848.0,21788107.0,,0
hero,95.0,Drama,0,7.2,55.0,42000000.0,19487173.0,66787173.0,,0
unfaithful,98.0,"Adult,Drama",1,4.2,280.0,50000000.0,52752475.0,119114494.0,,0
exodus gods and kings,150.0,"Action,Adventure,Drama",0,6.0,185189.0,140000000.0,65014513.0,268314513.0,,0
the visitor,111.0,Drama,0,6.2,117.0,4000000.0,9427026.0,19174817.0,,0
trust,106.0,"Crime,Drama,Mystery",0,6.9,45887.0,4000000.0,120016.0,120016.0,,0
lock up,92.0,Drama,0,5.6,347.0,24000000.0,22099847.0,22099847.0,,0
michael,152.0,"Action,Crime,Drama",0,5.0,1662.0,155000000.0,0.0,0.0,,0
the beekeeper,105.0,"Action,Crime,Thriller",0,6.3,172262.0,40000000.0,66220535.0,152409233.0,,0
everything must go,97.0,"Comedy,Drama",0,6.4,54813.0,5000000.0,2712131.0,2821010.0,,0
beginners,105.0,"Comedy,Drama,Romance",0,7.2,96877.0,3200000.0,5790894.0,14314407.0,,0
paa,133.0,"Comedy,Drama",0,7.1,12985.0,4300000.0,199228.0,9791282.0,,0
battle of the year,110.0,"Drama,Music",0,5.0,9824.0,20000000.0,8888355.0,16723377.0,,0
beautiful boy,100.0,Drama,0,6.6,7255.0,25000000.0,7634767.0,17326032.0,,0
the border,72.0,"Documentary,Drama,History",0,7.6,58.0,13500000.0,6118683.0,6118683.0,,0
out of the blue,104.0,"Crime,Drama,Mystery",0,4.4,1993.0,4600000.0,728.0,731767.0,,0
marcel the shell with shoes on,90.0,"Animation,Comedy,Drama",0,7.6,32732.0,6000000.0,6333703.0,7103547.0,,0
beyond the black rainbow,110.0,"Horror,Mystery,Sci-Fi",0,5.9,18060.0,1100000.0,56491.0,56491.0,,0
wolf,102.0,Drama,0,6.4,666.0,70000000.0,65011757.0,131011757.0,,0
elysium,109.0,"Action,Drama,Sci-Fi",0,6.6,487087.0,120000000.0,93050117.0,286192091.0,,0
captain phillips,134.0,"Action,Biography,Crime",0,7.8,514097.0,55000000.0,107136417.0,220648184.0,,0
the day the earth blew up a looney tunes movie,91.0,"Adventure,Animation,Comedy",0,6.8,7913.0,15000000.0,8875366.0,13800308.0,,0
the watcher,79.0,"Comedy,Drama,Thriller",0,6.0,78.0,33000000.0,28946615.0,47267829.0,,0
hope springs,100.0,"Comedy,Drama,Romance",0,6.3,45604.0,30000000.0,63536011.0,133085295.0,,0
beast,120.0,"Crime,Drama",0,6.8,588.0,36000000.0,31846530.0,59168339.0,,0
the son of no one,90.0,"Action,Crime,Drama",0,5.1,18515.0,15000000.0,30680.0,1148578.0,,0
the divide,112.0,"Drama,Horror,Sci-Fi",0,5.7,40086.0,3000000.0,18000.0,156362.0,,0
paranormal activity 2,91.0,"Horror,Mystery",0,5.7,114363.0,3000000.0,84752907.0,177512032.0,,0
the great escape,107.0,"Action,Thriller",0,5.6,117.0,4000000.0,11744471.0,11973397.0,,0
leap year,94.0,"Drama,Romance",0,5.8,2983.0,19000000.0,25918920.0,32618920.0,,0
greenland,70.0,"Adventure,Documentary",0,9.3,6.0,34000000.0,0.0,40629075.0,,0
my spy,94.0,"Action,Adventure,Comedy",0,6.1,43.0,18000000.0,0.0,7074124.0,,0
diane,91.0,Thriller,0,5.3,30.0,2660000.0,0.0,0.0,,0
the mortal instruments city of bones,130.0,"Action,Adventure,Fantasy",0,5.8,142215.0,60000000.0,31165421.0,75965567.0,,0
home,56.0,Documentary,0,7.8,13.0,130000000.0,177397510.0,385997896.0,,0
home,56.0,Documentary,0,7.8,13.0,12000000.0,0.0,0.0,,0
home,56.0,Documentary,0,7.8,13.0,500000.0,15433.0,44793168.0,,0
special,101.0,"Comedy,Drama",0,8.1,13.0,1000000.0,7202.0,26822.0,,0
hide and seek,85.0,Documentary,0,7.2,57.0,25000000.0,51100486.0,123696741.0,,0
oppenheimer,180.0,"Biography,Drama,History",0,8.3,960504.0,100000000.0,330078895.0,976757255.0,,0
blair witch,89.0,"Horror,Mystery,Thriller",0,5.0,52709.0,10000000.0,20777061.0,38985577.0,,0
playing for keeps,105.0,"Comedy,Romance,Sport",0,5.7,32104.0,35000000.0,13103272.0,27805632.0,,0
playing for keeps,105.0,"Comedy,Romance,Sport",0,5.7,32104.0,35000000.0,2000000.0,2000000.0,,0
the guard,96.0,"Comedy,Crime,Thriller",0,7.3,100394.0,6000000.0,5359774.0,21197454.0,,0
snow flower and the secret fan,120.0,"Drama,History",0,6.1,4139.0,6000000.0,1348205.0,11348205.0,,0
127 hours,94.0,"Biography,Drama",0,7.5,419979.0,18000000.0,18335230.0,60217171.0,,0
on the line,109.0,"Action,Crime,Drama",0,6.4,677.0,10000000.0,4365455.0,16222303.0,,0
godzilla,106.0,"Action,Horror,Sci-Fi",0,5.2,640.0,160000000.0,200676069.0,529076069.0,,0
godzilla,106.0,"Action,Horror,Sci-Fi",0,5.2,640.0,125000000.0,136314294.0,376000000.0,,0
hanu man,158.0,"Action,Adventure,Fantasy",0,7.7,30101.0,2500000.0,2300000.0,9038053.0,,0
another happy day,91.0,"Comedy,Drama",0,4.7,150.0,4000000.0,9120.0,978527.0,,0
the grace card,101.0,Drama,0,6.3,3334.0,200000.0,2430735.0,2430735.0,,0
3,51.0,"Crime,Documentary,History",0,5.0,16.0,7200000.0,59774.0,295492.0,,0
vamps,92.0,"Comedy,Horror,Romance",0,5.4,12404.0,16000000.0,3361.0,94812.0,,0
flipper,123.0,"Comedy,Musical",0,6.6,15.0,25530000.0,20080020.0,30593313.0,,0
point blank,84.0,"Action,Crime,Drama",0,6.8,15051.0,3000000.0,0.0,0.0,,0
adam,140.0,"Drama,Mystery",0,8.3,20.0,3200000.0,2283291.0,2834485.0,,0
9,105.0,Drama,0,6.6,131.0,30000000.0,31749894.0,48559999.0,,0
without men,87.0,Comedy,0,3.3,1859.0,4700000.0,0.0,0.0,,0
premium rush,91.0,"Action,Thriller",0,6.5,121646.0,35000000.0,20275446.0,31393201.0,,0
brother,119.0,"Drama,Music",0,6.8,1631.0,12000000.0,450594.0,477693.0,,0
smile,115.0,"Horror,Mystery,Thriller",0,6.5,230939.0,17000000.0,105935048.0,217038821.0,,0
missing,124.0,"Crime,Drama,Mystery",0,6.8,1148.0,7000000.0,32502025.0,46537213.0,,0
love letters,45.0,"Romance,War",0,8.4,21.0,550000.0,5269990.0,5269990.0,,0
another earth,92.0,"Drama,Romance,Sci-Fi",0,6.9,103522.0,175000.0,1321194.0,2102779.0,,0
the last stand,107.0,"Action,Drama,Thriller",0,6.3,149457.0,30000000.0,12050299.0,48330757.0,,0
